edge_id,origin_id,destination_id,mode,distance_km,time_h,emissions_kgCO2_per_tkm,cost_usd_per_tkm
SEA_PORT_SANTOS_LAEM_CHABANG,PORT_SANTOS,LAEM_CHABANG,sea,16360,539.4,0.01226,0.01
SEA_PORT_SANTOS_PORT_SHANGHAI,PORT_SANTOS,PORT_SHANGHAI,sea,18580,602.9,0.01257,0.01
SEA_PORT_SANTOS_PORT_SHENZHEN,PORT_SANTOS,PORT_SHENZHEN,sea,18030,587.1,0.01302,0.011
SEA_PORT_SANTOS_PORT_BOTANY,PORT_SANTOS,PORT_BOTANY,sea,13310,452.3,0.01107,0.01
SEA_PORT_SANTOS_PORT_AUCKLAND,PORT_SANTOS,PORT_AUCKLAND,sea,12000,414.9,0.01281,0.011
SEA_PORT_COLON_PORT_NEWARK,PORT_COLON,PORT_NEWARK,sea,3530,172.9,0.01301,0.009
SEA_PORT_COLON_PORT_SANTOS,PORT_COLON,PORT_SANTOS,sea,5200,220.6,0.01205,0.011
SEA_PORT_COLON_PORT_ROTTERDAM,PORT_COLON,PORT_ROTTERDAM,sea,8780,322.9,0.01176,0.01
SEA_PORT_COLON_PORT_CASABLANCA,PORT_COLON,PORT_CASABLANCA,sea,7800,294.9,0.0116,0.009
SEA_PORT_COLON_PORT_DURBAN,PORT_COLON,PORT_DURBAN,sea,12540,430.3,0.01081,0.011
SEA_PORT_COLON_JEBEL_ALI,PORT_COLON,JEBEL_ALI,sea,13820,466.9,0.01176,0.01
SEA_PORT_COLON_JNPT,PORT_COLON,JNPT,sea,15680,520.0,0.01301,0.01
SEA_PORT_COLON_PSA_SINGAPORE,PORT_COLON,PSA_SINGAPORE,sea,18760,608.0,0.01163,0.01
SEA_PORT_COLON_LAEM_CHABANG,PORT_COLON,LAEM_CHABANG,sea,17520,572.6,0.01189,0.01
SEA_PORT_COLON_PORT_SHANGHAI,PORT_COLON,PORT_SHANGHAI,sea,14940,498.9,0.01189,0.009
SEA_PORT_COLON_PORT_SHENZHEN,PORT_COLON,PORT_SHENZHEN,sea,16150,533.4,0.01122,0.009
SEA_PORT_COLON_PORT_BOTANY,PORT_COLON,PORT_BOTANY,sea,14150,476.3,0.01181,0.01
SEA_PORT_COLON_PORT_AUCKLAND,PORT_COLON,PORT_AUCKLAND,sea,11990,414.6,0.01167,0.011
SEA_PORT_ROTTERDAM_PORT_NEWARK,PORT_ROTTERDAM,PORT_NEWARK,sea,5840,238.9,0.01232,0.01
SEA_PORT_ROTTERDAM_PORT_SANTOS,PORT_ROTTERDAM,PORT_SANTOS,sea,9760,350.9,0.01239,0.009
SEA_PORT_ROTTERDAM_PORT_COLON,PORT_ROTTERDAM,PORT_COLON,sea,8780,322.9,0.01311,0.009
SEA_PORT_ROTTERDAM_PORT_CASABLANCA,PORT_ROTTERDAM,PORT_CASABLANCA,sea,2250,136.3,0.0118,0.009
SEA_PORT_ROTTERDAM_PORT_DURBAN,PORT_ROTTERDAM,PORT_DURBAN,sea,9470,342.6,0.01319,0.009
SEA_PORT_ROTTERDAM_JEBEL_ALI,PORT_ROTTERDAM,JEBEL_ALI,sea,5200,220.6,0.01223,0.01
SEA_PORT_ROTTERDAM_JNPT,PORT_ROTTERDAM,JNPT,sea,6920,269.7,0.0126,0.009
SEA_PORT_ROTTERDAM_PSA_SINGAPORE,PORT_ROTTERDAM,PSA_SINGAPORE,sea,10560,373.7,0.01296,0.009
SEA_PORT_ROTTERDAM_LAEM_CHABANG,PORT_ROTTERDAM,LAEM_CHABANG,sea,9320,338.3,0.01126,0.009
SEA_PORT_ROTTERDAM_PORT_SHANGHAI,PORT_ROTTERDAM,PORT_SHANGHAI,sea,8940,327.4,0.01193,0.009
SEA_PORT_ROTTERDAM_PORT_SHENZHEN,PORT_ROTTERDAM,PORT_SHENZHEN,sea,9330,338.6,0.01096,0.01
SEA_PORT_ROTTERDAM_PORT_BOTANY,PORT_ROTTERDAM,PORT_BOTANY,sea,16720,549.7,0.01189,0.011
SEA_PORT_ROTTERDAM_PORT_AUCKLAND,PORT_ROTTERDAM,PORT_AUCKLAND,sea,18180,591.4,0.01186,0.01
SEA_PORT_CASABLANCA_PORT_NEWARK,PORT_CASABLANCA,PORT_NEWARK,sea,5810,238.0,0.01214,0.01
SEA_PORT_CASABLANCA_PORT_SANTOS,PORT_CASABLANCA,PORT_SANTOS,sea,7600,289.1,0.01124,0.009
SEA_PORT_CASABLANCA_PORT_COLON,PORT_CASABLANCA,PORT_COLON,sea,7800,294.9,0.01307,0.011
SEA_PORT_CASABLANCA_PORT_ROTTERDAM,PORT_CASABLANCA,PORT_ROTTERDAM,sea,2250,136.3,0.01145,0.01
SEA_PORT_CASABLANCA_PORT_DURBAN,PORT_CASABLANCA,PORT_DURBAN,sea,8140,304.6,0.01178,0.01
SEA_PORT_CASABLANCA_JEBEL_ALI,PORT_CASABLANCA,JEBEL_ALI,sea,6060,245.1,0.01117,0.009
SEA_PORT_CASABLANCA_JNPT,PORT_CASABLANCA,JNPT,sea,8010,300.9,0.01238,0.01
SEA_PORT_CASABLANCA_PSA_SINGAPORE,PORT_CASABLANCA,PSA_SINGAPORE,sea,11900,412.0,0.01133,0.009
SEA_PORT_CASABLANCA_LAEM_CHABANG,PORT_CASABLANCA,LAEM_CHABANG,sea,10850,382.0,0.01241,0.009
SEA_PORT_CASABLANCA_PORT_SHANGHAI,PORT_CASABLANCA,PORT_SHANGHAI,sea,11050,387.7,0.01105,0.009
SEA_PORT_CASABLANCA_PORT_SHENZHEN,PORT_CASABLANCA,PORT_SHENZHEN,sea,11250,393.4,0.01123,0.011
SEA_PORT_CASABLANCA_PORT_BOTANY,PORT_CASABLANCA,PORT_BOTANY,sea,18060,588.0,0.01137,0.01
SEA_PORT_CASABLANCA_PORT_AUCKLAND,PORT_CASABLANCA,PORT_AUCKLAND,sea,19590,631.7,0.01138,0.009
SEA_PORT_DURBAN_PORT_NEWARK,PORT_DURBAN,PORT_NEWARK,sea,13320,452.6,0.01285,0.01
SEA_PORT_DURBAN_PORT_SANTOS,PORT_DURBAN,PORT_SANTOS,sea,7550,287.7,0.01175,0.011
SEA_PORT_DURBAN_PORT_COLON,PORT_DURBAN,PORT_COLON,sea,12540,430.3,0.01129,0.01
SEA_PORT_DURBAN_PORT_ROTTERDAM,PORT_DURBAN,PORT_ROTTERDAM,sea,9470,342.6,0.01295,0.01
SEA_PORT_DURBAN_PORT_CASABLANCA,PORT_DURBAN,PORT_CASABLANCA,sea,8140,304.6,0.01101,0.009
SEA_PORT_DURBAN_JEBEL_ALI,PORT_DURBAN,JEBEL_ALI,sea,6610,260.9,0.01086,0.009
SEA_PORT_DURBAN_JNPT,PORT_DURBAN,JNPT,sea,7040,273.1,0.0122,0.009
SEA_PORT_DURBAN_PSA_SINGAPORE,PORT_DURBAN,PSA_SINGAPORE,sea,8430,312.9,0.01294,0.01
SEA_PORT_DURBAN_LAEM_CHABANG,PORT_DURBAN,LAEM_CHABANG,sea,8870,325.4,0.01162,0.011
SEA_PORT_DURBAN_PORT_SHANGHAI,PORT_DURBAN,PORT_SHANGHAI,sea,11730,407.1,0.01171,0.01
SEA_PORT_DURBAN_PORT_SHENZHEN,PORT_DURBAN,PORT_SHENZHEN,sea,10620,375.4,0.01144,0.01
SEA_PORT_DURBAN_PORT_BOTANY,PORT_DURBAN,PORT_BOTANY,sea,10540,373.1,0.01178,0.01
SEA_PORT_DURBAN_PORT_AUCKLAND,PORT_DURBAN,PORT_AUCKLAND,sea,11690,406.0,0.01185,0.01
SEA_JEBEL_ALI_PORT_NEWARK,JEBEL_ALI,PORT_NEWARK,sea,11020,386.9,0.01308,0.01
SEA_JEBEL_ALI_PORT_SANTOS,JEBEL_ALI,PORT_SANTOS,sea,12180,420.0,0.01114,0.011
SEA_JEBEL_ALI_PORT_COLON,JEBEL_ALI,PORT_COLON,sea,13820,466.9,0.01197,0.011
SEA_JEBEL_ALI_PORT_ROTTERDAM,JEBEL_ALI,PORT_ROTTERDAM,sea,5200,220.6,0.01272,0.011
SEA_JEBEL_ALI_PORT_CASABLANCA,JEBEL_ALI,PORT_CASABLANCA,sea,6060,245.1,0.01085,0.01
SEA_JEBEL_ALI_PORT_DURBAN,JEBEL_ALI,PORT_DURBAN,sea,6610,260.9,0.0121,0.01
SEA_JEBEL_ALI_JNPT,JEBEL_ALI,JNPT,sea,1960,128.0,0.01142,0.01
SEA_JEBEL_ALI_PSA_SINGAPORE,JEBEL_ALI,PSA_SINGAPORE,sea,5860,239.4,0.0128,0.009
SEA_JEBEL_ALI_LAEM_CHABANG,JEBEL_ALI,LAEM_CHABANG,sea,4970,214.0,0.01206,0.011
SEA_JEBEL_ALI_PORT_SHANGHAI,JEBEL_ALI,PORT_SHANGHAI,sea,6480,257.1,0.01145,0.009
SEA_JEBEL_ALI_PORT_SHENZHEN,JEBEL_ALI,PORT_SHENZHEN,sea,5990,243.1,0.01299,0.009
SEA_JEBEL_ALI_PORT_BOTANY,JEBEL_ALI,PORT_BOTANY,sea,12060,416.6,0.01218,0.009
SEA_JEBEL_ALI_PORT_AUCKLAND,JEBEL_ALI,PORT_AUCKLAND,sea,14210,478.0,0.01213,0.01
SEA_JNPT_PORT_NEWARK,JNPT,PORT_NEWARK,sea,12560,430.9,0.01279,0.01
SEA_JNPT_PORT_SANTOS,JNPT,PORT_SANTOS,sea,13750,464.9,0.01083,0.009
SEA_JNPT_PORT_COLON,JNPT,PORT_COLON,sea,15680,520.0,0.01296,0.009
SEA_JNPT_PORT_ROTTERDAM,JNPT,PORT_ROTTERDAM,sea,6920,269.7,0.01223,0.011
SEA_JNPT_PORT_CASABLANCA,JNPT,PORT_CASABLANCA,sea,8010,300.9,0.0124,0.01
SEA_JNPT_PORT_DURBAN,JNPT,PORT_DURBAN,sea,7040,273.1,0.01299,0.009
SEA_JNPT_JEBEL_ALI,JNPT,JEBEL_ALI,sea,1960,128.0,0.01172,0.01
SEA_JNPT_PSA_SINGAPORE,JNPT,PSA_SINGAPORE,sea,3900,183.4,0.01091,0.01
SEA_JNPT_LAEM_CHABANG,JNPT,LAEM_CHABANG,sea,3050,159.1,0.01257,0.009
SEA_JNPT_PORT_SHANGHAI,JNPT,PORT_SHANGHAI,sea,5050,216.3,0.01225,0.009
SEA_JNPT_PORT_SHENZHEN,JNPT,PORT_SHENZHEN,sea,4300,194.9,0.01173,0.009
SEA_JNPT_PORT_BOTANY,JNPT,PORT_BOTANY,sea,10150,362.0,0.01165,0.01
SEA_JNPT_PORT_AUCKLAND,JNPT,PORT_AUCKLAND,sea,12290,423.1,0.01151,0.01
SEA_PSA_SINGAPORE_PORT_NEWARK,PSA_SINGAPORE,PORT_NEWARK,sea,15350,510.6,0.01194,0.01
SEA_PSA_SINGAPORE_PORT_SANTOS,PSA_SINGAPORE,PORT_SANTOS,sea,15930,527.1,0.01305,0.01
SEA_PSA_SINGAPORE_PORT_COLON,PSA_SINGAPORE,PORT_COLON,sea,18760,608.0,0.01132,0.01
SEA_PSA_SINGAPORE_PORT_ROTTERDAM,PSA_SINGAPORE,PORT_ROTTERDAM,sea,10560,373.7,0.01143,0.009
SEA_PSA_SINGAPORE_PORT_CASABLANCA,PSA_SINGAPORE,PORT_CASABLANCA,sea,11900,412.0,0.01092,0.01
SEA_PSA_SINGAPORE_PORT_DURBAN,PSA_SINGAPORE,PORT_DURBAN,sea,8430,312.9,0.01223,0.01
SEA_PSA_SINGAPORE_JEBEL_ALI,PSA_SINGAPORE,JEBEL_ALI,sea,5860,239.4,0.01265,0.01
SEA_PSA_SINGAPORE_JNPT,PSA_SINGAPORE,JNPT,sea,3900,183.4,0.01098,0.009
SEA_PSA_SINGAPORE_LAEM_CHABANG,PSA_SINGAPORE,LAEM_CHABANG,sea,1350,110.6,0.01199,0.01
SEA_PSA_SINGAPORE_PORT_SHANGHAI,PSA_SINGAPORE,PORT_SHANGHAI,sea,3840,181.7,0.01184,0.01
SEA_PSA_SINGAPORE_PORT_SHENZHEN,PSA_SINGAPORE,PORT_SHENZHEN,sea,2620,146.9,0.01277,0.009
SEA_PSA_SINGAPORE_PORT_BOTANY,PSA_SINGAPORE,PORT_BOTANY,sea,6300,252.0,0.01247,0.011
SEA_PSA_SINGAPORE_PORT_AUCKLAND,PSA_SINGAPORE,PORT_AUCKLAND,sea,8410,312.3,0.01222,0.01
SEA_LAEM_CHABANG_PORT_NEWARK,LAEM_CHABANG,PORT_NEWARK,sea,14010,472.3,0.01102,0.01
SEA_LAEM_CHABANG_PORT_SANTOS,LAEM_CHABANG,PORT_SANTOS,sea,16360,539.4,0.01113,0.011
SEA_LAEM_CHABANG_PORT_COLON,LAEM_CHABANG,PORT_COLON,sea,17520,572.6,0.01187,0.011
SEA_LAEM_CHABANG_PORT_ROTTERDAM,LAEM_CHABANG,PORT_ROTTERDAM,sea,9320,338.3,0.0121,0.009
SEA_LAEM_CHABANG_PORT_CASABLANCA,LAEM_CHABANG,PORT_CASABLANCA,sea,10850,382.0,0.01256,0.011
SEA_LAEM_CHABANG_PORT_DURBAN,LAEM_CHABANG,PORT_DURBAN,sea,8870,325.4,0.01238,0.011
SEA_LAEM_CHABANG_JEBEL_ALI,LAEM_CHABANG,JEBEL_ALI,sea,4970,214.0,0.01284,0.01
SEA_LAEM_CHABANG_JNPT,LAEM_CHABANG,JNPT,sea,3050,159.1,0.01197,0.009
SEA_LAEM_CHABANG_PSA_SINGAPORE,LAEM_CHABANG,PSA_SINGAPORE,sea,1350,110.6,0.01317,0.009
SEA_LAEM_CHABANG_PORT_SHANGHAI,LAEM_CHABANG,PORT_SHANGHAI,sea,2940,156.0,0.01089,0.011
SEA_LAEM_CHABANG_PORT_SHENZHEN,LAEM_CHABANG,PORT_SHENZHEN,sea,1760,122.3,0.01302,0.01
SEA_LAEM_CHABANG_PORT_BOTANY,LAEM_CHABANG,PORT_BOTANY,sea,7460,285.1,0.01216,0.009
SEA_LAEM_CHABANG_PORT_AUCKLAND,LAEM_CHABANG,PORT_AUCKLAND,sea,9490,343.1,0.01088,0.011
SEA_PORT_SHANGHAI_PORT_NEWARK,PORT_SHANGHAI,PORT_NEWARK,sea,11840,410.3,0.01151,0.01
SEA_PORT_SHANGHAI_PORT_SANTOS,PORT_SHANGHAI,PORT_SANTOS,sea,18580,602.9,0.01313,0.011
SEA_PORT_SHANGHAI_PORT_COLON,PORT_SHANGHAI,PORT_COLON,sea,14940,498.9,0.01194,0.011
SEA_PORT_SHANGHAI_PORT_ROTTERDAM,PORT_SHANGHAI,PORT_ROTTERDAM,sea,8940,327.4,0.01283,0.011
SEA_PORT_SHANGHAI_PORT_CASABLANCA,PORT_SHANGHAI,PORT_CASABLANCA,sea,11050,387.7,0.01279,0.01
SEA_PORT_SHANGHAI_PORT_DURBAN,PORT_SHANGHAI,PORT_DURBAN,sea,11730,407.1,0.01223,0.009
SEA_PORT_SHANGHAI_JEBEL_ALI,PORT_SHANGHAI,JEBEL_ALI,sea,6480,257.1,0.01109,0.009
SEA_PORT_SHANGHAI_JNPT,PORT_SHANGHAI,JNPT,sea,5050,216.3,0.01247,0.009
SEA_PORT_SHANGHAI_PSA_SINGAPORE,PORT_SHANGHAI,PSA_SINGAPORE,sea,3840,181.7,0.01254,0.01
SEA_PORT_SHANGHAI_LAEM_CHABANG,PORT_SHANGHAI,LAEM_CHABANG,sea,2940,156.0,0.01156,0.009
SEA_PORT_SHANGHAI_PORT_SHENZHEN,PORT_SHANGHAI,PORT_SHENZHEN,sea,1220,106.9,0.0127,0.01
SEA_PORT_SHANGHAI_PORT_BOTANY,PORT_SHANGHAI,PORT_BOTANY,sea,7890,297.4,0.0123,0.01
SEA_PORT_SHANGHAI_PORT_AUCKLAND,PORT_SHANGHAI,PORT_AUCKLAND,sea,9380,340.0,0.01228,0.011
SEA_PORT_SHENZHEN_PORT_NEWARK,PORT_SHENZHEN,PORT_NEWARK,sea,12930,441.4,0.01086,0.009
SEA_PORT_SHENZHEN_PORT_SANTOS,PORT_SHENZHEN,PORT_SANTOS,sea,18030,587.1,0.01085,0.011
SEA_PORT_SHENZHEN_PORT_COLON,PORT_SHENZHEN,PORT_COLON,sea,16150,533.4,0.01207,0.011
SEA_PORT_SHENZHEN_PORT_ROTTERDAM,PORT_SHENZHEN,PORT_ROTTERDAM,sea,9330,338.6,0.01272,0.011
SEA_PORT_SHENZHEN_PORT_CASABLANCA,PORT_SHENZHEN,PORT_CASABLANCA,sea,11250,393.4,0.01164,0.011
SEA_PORT_SHENZHEN_PORT_DURBAN,PORT_SHENZHEN,PORT_DURBAN,sea,10620,375.4,0.01176,0.011
SEA_PORT_SHENZHEN_JEBEL_ALI,PORT_SHENZHEN,JEBEL_ALI,sea,5990,243.1,0.01231,0.01
SEA_PORT_SHENZHEN_JNPT,PORT_SHENZHEN,JNPT,sea,4300,194.9,0.01316,0.011
SEA_PORT_SHENZHEN_PSA_SINGAPORE,PORT_SHENZHEN,PSA_SINGAPORE,sea,2620,146.9,0.0118,0.011
SEA_PORT_SHENZHEN_LAEM_CHABANG,PORT_SHENZHEN,LAEM_CHABANG,sea,1760,122.3,0.01257,0.01
SEA_PORT_SHENZHEN_PORT_SHANGHAI,PORT_SHENZHEN,PORT_SHANGHAI,sea,1220,106.9,0.01107,0.009
SEA_PORT_SHENZHEN_PORT_BOTANY,PORT_SHENZHEN,PORT_BOTANY,sea,7400,283.4,0.01149,0.01
SEA_PORT_SHENZHEN_PORT_AUCKLAND,PORT_SHENZHEN,PORT_AUCKLAND,sea,9150,333.4,0.01136,0.01
SEA_PORT_BOTANY_PORT_NEWARK,PORT_BOTANY,PORT_NEWARK,sea,15980,528.6,0.01084,0.009
SEA_PORT_BOTANY_PORT_SANTOS,PORT_BOTANY,PORT_SANTOS,sea,13310,452.3,0.01183,0.011
SEA_PORT_BOTANY_PORT_COLON,PORT_BOTANY,PORT_COLON,sea,14150,476.3,0.01243,0.01
SEA_PORT_BOTANY_PORT_ROTTERDAM,PORT_BOTANY,PORT_ROTTERDAM,sea,16720,549.7,0.01308,0.009
SEA_PORT_BOTANY_PORT_CASABLANCA,PORT_BOTANY,PORT_CASABLANCA,sea,18060,588.0,0.01101,0.011
SEA_PORT_BOTANY_PORT_DURBAN,PORT_BOTANY,PORT_DURBAN,sea,10540,373.1,0.01291,0.01
SEA_PORT_BOTANY_JEBEL_ALI,PORT_BOTANY,JEBEL_ALI,sea,12060,416.6,0.01192,0.011
SEA_PORT_BOTANY_JNPT,PORT_BOTANY,JNPT,sea,10150,362.0,0.0112,0.01
SEA_PORT_BOTANY_PSA_SINGAPORE,PORT_BOTANY,PSA_SINGAPORE,sea,6300,252.0,0.01136,0.011
SEA_PORT_BOTANY_LAEM_CHABANG,PORT_BOTANY,LAEM_CHABANG,sea,7460,285.1,0.01236,0.011
SEA_PORT_BOTANY_PORT_SHANGHAI,PORT_BOTANY,PORT_SHANGHAI,sea,7890,297.4,0.01203,0.01
SEA_PORT_BOTANY_PORT_SHENZHEN,PORT_BOTANY,PORT_SHENZHEN,sea,7400,283.4,0.01122,0.009
SEA_PORT_BOTANY_PORT_AUCKLAND,PORT_BOTANY,PORT_AUCKLAND,sea,2160,133.7,0.01125,0.009
SEA_PORT_AUCKLAND_PORT_NEWARK,PORT_AUCKLAND,PORT_NEWARK,sea,14180,477.1,0.01164,0.011
SEA_PORT_AUCKLAND_PORT_SANTOS,PORT_AUCKLAND,PORT_SANTOS,sea,12000,414.9,0.01313,0.009
SEA_PORT_AUCKLAND_PORT_COLON,PORT_AUCKLAND,PORT_COLON,sea,11990,414.6,0.01303,0.011
SEA_PORT_AUCKLAND_PORT_ROTTERDAM,PORT_AUCKLAND,PORT_ROTTERDAM,sea,18180,591.4,0.01122,0.011
SEA_PORT_AUCKLAND_PORT_CASABLANCA,PORT_AUCKLAND,PORT_CASABLANCA,sea,19590,631.7,0.01262,0.01
SEA_PORT_AUCKLAND_PORT_DURBAN,PORT_AUCKLAND,PORT_DURBAN,sea,11690,406.0,0.01117,0.01
SEA_PORT_AUCKLAND_JEBEL_ALI,PORT_AUCKLAND,JEBEL_ALI,sea,14210,478.0,0.01134,0.011
SEA_PORT_AUCKLAND_JNPT,PORT_AUCKLAND,JNPT,sea,12290,423.1,0.01209,0.009
SEA_PORT_AUCKLAND_PSA_SINGAPORE,PORT_AUCKLAND,PSA_SINGAPORE,sea,8410,312.3,0.01219,0.01
SEA_PORT_AUCKLAND_LAEM_CHABANG,PORT_AUCKLAND,LAEM_CHABANG,sea,9490,343.1,0.01291,0.009
SEA_PORT_AUCKLAND_PORT_SHANGHAI,PORT_AUCKLAND,PORT_SHANGHAI,sea,9380,340.0,0.01111,0.01
SEA_PORT_AUCKLAND_PORT_SHENZHEN,PORT_AUCKLAND,PORT_SHENZHEN,sea,9150,333.4,0.01309,0.011
SEA_PORT_AUCKLAND_PORT_BOTANY,PORT_AUCKLAND,PORT_BOTANY,sea,2160,133.7,0.01274,0.011
